t,a,e,inclination,lon_asc_node,arg_peri,true_anom
0.0,14.998552675789877,0.9999999690941237,91.72413524368451,0.7726361705504082,-0.6107400022215766,-0.00017359219235754163
365250.0,14.945764255502224,0.9999999846202481,93.76550517269007,0.7381052299669925,-1.2180257176379743,-0.00012237758696890052
730500.0,14.917196692358953,0.9999999973975099,96.55062834539874,-2.3508469309921383,-1.644700993563412,-5.0488242122882306e-05
1095750.0,14.90516929043605,0.9999999996756012,87.75358558465217,-2.355194670862285,-1.7729599519956885,-1.7885239424564883e-05
1461000.0,14.919025929712486,0.9999999997190854,113.70229708936135,-2.3582068716804576,-1.7230515557214852,1.660744563590581e-05
1826250.0,14.945836983891908,0.9999999865989407,93.99554060286275,0.8703449132175293,-1.1176111463872438,0.00011436606993889088
2191500.0,14.97887876368516,0.9999999621349454,91.25193176835782,0.8001914385312192,-0.4727049868968849,0.00019234607897623568
2556750.0,15.037713688291372,0.9999999690657665,89.16670084364382,0.7955941561517517,0.27571551991987087,0.0001739314135629738
2922000.0,15.096062881495724,0.9999999864336124,86.2088290346848,0.7976494128404197,0.9848558806606467,0.00011472298341630469
3287250.0,15.153872530620164,0.9999999924563131,84.92587621335288,-2.372979335129008,1.5054682689027563,8.510218320978287e-05
3652500.0,15.19005696011294,0.9999999914174315,88.15346590904844,-2.362160140835959,1.762817969066712,9.081444976654846e-05
4017750.0,15.186049591984622,0.9999999999912575,,-2.356608024707919,,2.9078970416547437e-06
4383000.0,15.165999184170952,0.999999987177823,85.84966431673656,-2.340398382288991,1.4279317803952916,-0.00011138015720902971
4748250.0,15.125053253940223,0.9999999777349016,87.26328786648794,0.76571191898948,0.8622858002968755,-0.00014652105953249806
5113500.0,15.082447737614377,0.9999999804873767,89.31405654554213,0.7768802476131869,0.1783017012262579,-0.0001375538674981401
5478750.0,15.032915177681524,0.9999999777947459,91.90731579680747,0.7753461951666063,-0.55144626149907,-0.00014735059141716733
5844000.0,14.967200536331704,0.9999999706160971,92.8280653754322,0.7402479158858688,-1.2202063426651086,-0.00016966694207765011
6209250.0,14.9178464631704,0.9999999884504712,93.20282567740092,-2.3450247576408754,-1.6709595793440042,-0.00010615713999692205
6574500.0,14.888869638885467,0.9999999999989896,64.68073003346004,-2.3561609589422807,-2.0012509161255676,-9.946774891061658e-07
6939750.0,14.88756674065227,0.9999999973309484,97.33435390438584,-2.3606128918142155,-1.6547042389002737,5.13066224067992e-05
7305000.0,14.915134266136787,0.9999999965306182,98.32932265839202,-2.6895436507546453,-1.1885657249747386,5.8444128216832264e-05
7670250.0,14.963456857349419,0.9999999866878454,92.19504059625629,0.7946089910344948,-0.4828202541859134,0.00011395590295649662
8035500.0,15.035323668844228,0.9999999613151574,89.23437905854395,0.7967769448319618,0.2787006725781101,0.0001937738755064447
8400750.0,15.093889304791281,0.9999999538450595,87.90173267996259,0.805486910358384,0.9659942192082259,0.0002119885136065594
8766000.0,15.13190687636642,0.9999999843635847,86.25035926686652,-2.394541967871982,1.504358282819444,0.00012317538501876343
9131250.0,15.16738424943986,0.9999999971907522,86.64507133030378,-2.35961050989007,1.7960710914825562,5.196096172136144e-05
9496500.0,15.185208648552187,0.9999999993964931,99.19615173909463,-2.3579342012454916,1.796153747647457,2.4050244116599505e-05
9861750.0,15.196771400287883,0.9999999976383711,80.09226389733706,-2.3511361106427846,1.4886937348298426,-4.774355755423605e-05
10227000.0,15.168539925202772,0.9999999798089413,86.911280026721,0.760671844970001,0.9262597618899451,-0.0001398657446381906
10592250.0,15.102593539381733,0.9999999628963467,89.428202571262,0.7732878783808991,0.20261404751798642,-0.0001894549384044589
10957500.0,15.035884199970807,0.99999997710873,91.96211893921647,0.7753179097118131,-0.5708236985126927,-0.00014902643126132195
11322750.0,14.973703157037695,0.9999999848659861,94.06112608761266,0.7594207270306358,-1.2295356501631167,-0.00012178683829053393
11688000.0,14.92774929376662,0.9999999800089221,92.65554818239315,-2.338766402043673,-1.6663736393472828,-0.00014032046978224824
12053250.0,14.893552836108217,0.9999999903725626,89.99129872992289,-2.350379251174721,-1.832586929307659,-9.710529931387887e-05
12418500.0,14.883293667941135,0.9999999994506092,106.66469559561195,-2.358402168162932,-1.7354701276371005,2.317087207480054e-05
12783750.0,14.911325316797903,0.9999999841712075,93.96590544304959,-2.4912216205111566,-1.1887191475044956,0.00012465920867728324
13149000.0,14.94594365868434,0.9999999807053697,91.99444167802928,0.7973850558516103,-0.5232720191369356,0.0001378178490907407
13514250.0,14.993114840853023,0.9999999819807137,89.08484256160212,0.7930649848598333,0.22395795885250402,0.00013261088994416065
13879500.0,15.059000847620835,0.9999999672440643,87.49525290144622,0.800908212373664,0.9586249637529329,0.00017807401867031797
14244750.0,15.12894591015053,0.9999999650099688,87.44171612171357,-2.4315464031436784,1.5207335541661866,0.00018408949897857227
14610000.0,15.192094350500781,0.9999999898476029,88.08920808321918,-2.3631453058441507,1.8055635566282937,9.912290561823445e-05
14975250.0,15.205024998891373,0.9999999998157136,105.13255292474771,-2.3572128340771603,1.8638383095108049,1.3309328986315253e-05
15340500.0,15.188536096848468,0.9999999988394729,75.83191854929962,-2.3533724578834514,1.545058464582828,-3.332894019428808e-05
15705750.0,15.16309922435479,0.9999999938556804,84.32840189803314,0.7704288434811791,0.9351960366774782,-7.698280610774208e-05
16071000.0,15.118699680405335,0.9999999706956993,89.30838053456709,0.7744170106780408,0.21554927426725004,-0.00016886459126563084
16436250.0,15.070358432965257,0.9999999426500757,91.13961833131468,0.7703305895842636,-0.5163540132132622,-0.00023616384113870844
